EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,
5453088,HAMILTON CO.,AURORA AARON ARPT,5/10/05,2020,Tornado, ,F0,0,0,0,0,NE,CST, ,1189799,C,81,GID,0,0,STORM CHASER, ,0.1,30,1,SE,1,SE,AURORA AARON ARPT,5/10/05,2020, , , , ,A brief tornado was caught on video tape just southeast of the Aurora Airport in an open field. No damage was reported.,"A wild night of weather was sparked by a large super cell thunderstorm which traveled from northwest of Grand Island to north of York. Along its path, there were numerous reports of funnels, large hail, high winds and even a couple of tornadoes. The tornadoes were recorded on video and digital pictures near Aurora and Stromsburg just after sunset. No damage was noted in either case. 

Earlier in the evening near Grand Island, numerous funnels and rear flank downdraft induced near surface circulations occurred. Strong winds near the airport destroyed a construction trailer. Minor damage was reported southeast of town. Near Marquette in Hamilton County, straight line winds destroyed an empty grain bin. Near the origin of the storm, baseball size hail was reported near Centura High School north of Cairo. There were numerous reports of hail large than quarters and wind gusts over 60 mph with the storm. Finally, on the flanking line, baseball size hail pummeled a car north of Minden and there was some minor damage to the lumber yard.",85,,,
5453093,POLK CO.,STROMSBURG,5/10/05,2041,Tornado, ,F0,0,0,0,0,NE,CST, ,1189799,C,143,GID,0,0,STORM CHASER, ,0.1,50,1,W,1,W,STROMSBURG,5/10/05,2041,41,-97.66667,41,-97.66667,A tornado was reported and photographed by a group of storm chasers near Stromsburg.  No damage was noted.,"A wild night of weather was sparked by a large super cell thunderstorm which traveled from northwest of Grand Island to north of York. Along its path, there were numerous reports of funnels, large hail, high winds and even a couple of tornadoes. The tornadoes were recorded on video and digital pictures near Aurora and Stromsburg just after sunset. No damage was noted in either case. 

Earlier in the evening near Grand Island, numerous funnels and rear flank downdraft induced near surface circulations occurred. Strong winds near the airport destroyed a construction trailer. Minor damage was reported southeast of town. Near Marquette in Hamilton County, straight line winds destroyed an empty grain bin. Near the origin of the storm, baseball size hail was reported near Centura High School north of Cairo. There were numerous reports of hail large than quarters and wind gusts over 60 mph with the storm. Finally, on the flanking line, baseball size hail pummeled a car north of Minden and there was some minor damage to the lumber yard.",86,,,
5454140,HITCHCOCK CO.,TRENTON,5/11/05,1350,Tornado, ,F0,0,0,0,0,NE,MST, ,1190062,C,87,GLD,0,0,TRAINED SPOTTER, ,0.3,25,0,N,0,N,TRENTON,5/11/05,1351,40.18333,-101.01667,40.18333,-101.01667,Brief touchdown over open field near Highway 25 and Highway 36.  No known damage.,,87,,,
5454156,YUMA CO.,IDALIA,5/11/05,1454,Tornado, ,F0,0,0,0,0,CO,MST, ,1190064,C,125,GLD,0,0,NWS EMPLOYEE(OFF DUTY), ,0,0,0,NE,0,NE,IDALIA,5/11/05,1455,39.7,-102.3,39.76667,-102.21667,Brief touchdown reported from numerous sources.,,88,,,
5446862,FRONTIER CO.,MAYWOOD,5/11/05,1555,Tornado, ,F1,0,0,50000,0,NE,CST, ,1188718,C,63,LBF,0,0,NWS STORM SURVEY, ,2,50,3,SE,3,SE,MAYWOOD,5/11/05,1602,40.63333,-100.58333,40.65,-100.6,"The tornado touched down in the Brushy Creek area southeast of Maywood uprooting and breaking numerous trees.  The tornado then moved northwest approximately a mile into a farmstead where it broke power lines, destroyed grain bins, and tossed irrigation pipe.  It then continued northwest about a mile uprooting and breaking trees before hitting another farmstead.  At this farmstead, it destroyed 2 barns and a hog confinement building.  As the tornado weakened, it circled around the farmstead and destroyed 2 grain bins, small sheds and severely damaged a machine shed.  Wooden 2x4 beams from a destroyed shed impaled the house.  Hail associated with the storm, broke out windows in the home.",,89,,,
5454061,DUNDY CO.,PARKS,5/11/05,1615,Tornado, ,F0,0,0,0,0,NE,MST, ,1190062,C,57,GLD,0,0,LAW ENFORCEMENT, ,0.3,25,6,W,6,W,PARKS,5/11/05,1616,40.05,-101.81667,40.05,-101.81667,Brief touchdown over open fields. No known damage.,,90,,,
5454066,DUNDY CO.,BENKELMAN,5/11/05,1634,Tornado, ,F0,0,0,0,0,NE,MST, ,1190062,C,57,GLD,0,0,STORM CHASER, ,0.3,25,10,N,10,N,BENKELMAN,5/11/05,1635,40.18333,-101.53333,40.18333,-101.53333,Brief touchdown over open field.  No known damage.,,91,,,
5445677,ADAMS CO.,PALOMA,5/11/05,1735,Tornado, ,F0,0,0,0,0,IL,CST, ,1188807,C,1,LSX,0,0,BROADCAST MEDIA, ,0.2,50,2,SE,2,SE,PALOMA,5/11/05,1735,40,-91.16667,40,-91.16667,A week tornado damaged the front porch and blew off roof shingles at a farm house southeast of Paloma.,,92,,,
5449573,GRANT CO.,ULYSSES,5/11/05,1944,Tornado, ,F0,0,0,0,0,KS,CST, ,1189781,C,67,DDC,0,0,LAW ENFORCEMENT, ,0.5,30,9,SSW,9,SSW,ULYSSES,5/11/05,1945,37.46667,-101.43333,37.46667,-101.43333,Contact was made briefly in pasture of native grass.,,93,,,
5449575,GRANT CO.,ULYSSES,5/11/05,1948,Tornado, ,F0,0,0,0,0,KS,CST, ,1189781,C,67,DDC,0,0,EMERGENCY MANAGER, ,0.2,30,3,W,3,W,ULYSSES,5/11/05,1948,37.58333,-101.41667,37.58333,-101.41667,Contact was made in a field only very briefly.,,94,,,
5449577,GRANT CO.,ULYSSES,5/11/05,2003,Tornado, ,F2,0,0,350000,0,KS,CST, ,1189781,C,67,DDC,0,0,NWS STORM SURVEY, ,13.2,250,1,NE,1,NE,ULYSSES,5/11/05,2022,37.6,-101.35,37.73333,-101.23333,"This tornado traveled into Kearny county before roping out.  At 2ne of Ulysses part of a barn roof was blown off and a large tree was uprooted.  Several horses were slightly injured.  Then at 5ne of Ulysses an abandoned mobile home was destroyed.  At six miles northeast of Ulysses, two pivot sprinklers were mangled, large trees were snapped at the base and several power poles were destroyed.  Several grain bins (full of wheat) were completely swept away and the grain was scattered for some distance.  Remnants of the grain bins were not found in the local vicinity.  Farther northeast along the track several more pivot sprinklers were destroyed.  It is estimated that if this tornado had made a direct hit, it would have likely caused at least high-end F3 damage.",,95,,,
5449578,KEARNY CO.,LAKIN,5/11/05,2022,Tornado, ,F0,0,0,0,0,KS,CST, ,1189781,C,93,DDC,0,0,NWS STORM SURVEY, ,1.3,30,14,SSE,14,SSE,LAKIN,5/11/05,2024,37.76667,-101.15,37.78333,-101.16667,This tornado originated near Ulysses in Grant county and roped out in Kearny county.  There was nothing significant to hit in this area.  A mail box was blown over and there was some minor tree damage.,,96,,,
5454746,FINNEY CO.,FRIEND,5/11/05,2048,Tornado, ,F0,0,0,0,0,KS,CST, ,1189781,C,55,DDC,0,0,STORM CHASER, ,0.2,15,2,SE,2,SE,FRIEND,5/11/05,2048,38.25,-100.88333,38.25,-100.88333,This was very brief spinup.,,97,,,
5453268,HALL CO.,WOOD RIVER,5/11/05,2105,Tornado, ,F0,0,0,125000,0,NE,CST, ,1189800,C,79,GID,0,0,NEWSPAPER, ,0.1,30, , , , ,WOOD RIVER,5/11/05,2105,40.81667,-98.6,40.81667,-98.6,A brief tornado hit a house on the south side of Wood River.,"Though well predicted, the severe weather and flooding on the night of May 11 was even worse than imagined. Thunderstorms ravaged a large part of south central Nebraska with hail, high winds, a tornado and catastrophic flooding.

During evening and early morning hours, 4 to 12 inches of fell from Dawson County east to York County. At Kenesaw and Wood River, over 11 inches of rain was measured. The city of Grand Island set a rainfall record for a single event with 7.21 inches of rain. Statically, this event was a 100 year rain and flood event for the area. 
	
In Wood River, 12 people were evacuated due to rising water. It was estimated every structure in Wood River sustained some sort of storm damage and wave after wave of severe thunderstorms pounded the town. Twelve homes sustained severe damage. The Wood River crested at 9 feet in town and flooding most streets.  Thirty-six homes were evacuated in the city of Grand Island as flooding was rampant over the west and north part of the city. The city's sewer system handled about 75 million gallons of water, or about 6 times the normal amount during the storm. Many parts of the business and residential districts sustained flood damage as the Prairie, Silver and Moores Creeks flooded. The Wood River near Alda, which had been dry for three years, tied a record with a crest of 12.2 feet early on the 12th. Elsewhere, three miles of roads were washed out in Kearney County and 15 miles of roads were damaged in Merrick County. Ten bridges were damaged in Merrick County as well. In York County, emergency rescues, one by helicopter and one by air boat, were made to retrieve stranded people trapped by flood waters southeast of Waco and near McCool Junction. Water was over Highway 81 north of Fairmont at the height of the event. In Fillmore and York counties, 5 to 8 inches of rain fell. Further west, a section of Highway 40 was washed out near Miller. Flood damage was in the tens of millions of dollars, with 12 to 15 million dollars in damage in Hall County alone. 
	
As flooding rains soaked the region, large hail, high winds and one tornado pounded the area. Hastings was particularly hard hit as baseball size hail and high winds belted the city for about 20 minutes. Literally, thousands of vehicles and homes sustained damage, especially on the east side of town, including downtown. Damage was estimated at 40 million, and that may be conservative and insurance agencies processed claims. State Farm Insurance was expecting to process 3,000 claims alone. Thirty-three people left their homes for shelter provided by the city. In Wood River, a tornado clipped the south side of town. In Merrick County, two Union Pacific trains derailed due to high winds and a tower for KMMJ radio was blown down north of town. A communications tower was also destroyed in Buffalo County by high winds. There were widespread, though brief, power outages in the area. At one point, about 60 percent of the city of Lexington was without power. Twelve center pivot irrigation systems were damaged in Fillmore County. High winds destroyed a barn southeast of Gothenburg and grain binds south of Darr in Dawson County. Officials estimate, 2800 homes and businesses had damaged in Grand Island. Both Hall and Adams Counties were declared Federal Disasters Areas.",98,,,
5454747,FINNEY CO.,HOLCOMB,5/11/05,2124,Tornado, ,F0,0,0,0,0,KS,CST, ,1189781,C,55,DDC,0,0,EMERGENCY MANAGER, ,0.2,15,3,S,3,S,HOLCOMB,5/11/05,2124,37.93333,-100.98333,37.93333,-100.98333,This was another brief spinup under the mesocyclone.,,99,,,
5452458,LAMB CO.,OLTON,5/12/05,1530,Tornado, ,F0,0,0,0,0,TX,CST, ,1190500,C,279,LUB,0,0,FIRE DEPT/RESCUE SQUAD, ,0.1,40,1,W,1,W,OLTON,5/12/05,1530,33.68333,-101.41667,33.73333,-101.38333,F0 tornado 1 mile west of Olton.,"An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",100,,,
5452459,HALE CO.,PLAINVIEW,5/12/05,1604,Tornado, ,F0,0,0,0,0,TX,CST, ,1190500,C,189,LUB,0,0,TRAINED SPOTTER, ,0.1,40,1,N,1,N,PLAINVIEW,5/12/05,1604,33.73333,-101.6,33.73333,-101.6,F0 tornado 1 mile north of Plainview.,"An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",101,,,
5452460,HALE CO.,PLAINVIEW,5/12/05,1641,Tornado, ,F0,0,0,0,0,TX,CST, ,1190500,C,189,LUB,0,0,TRAINED SPOTTER, ,0.2,50,10,NE,10,NE,PLAINVIEW,5/12/05,1641,34.18333,-102.15,34.18333,-102.15,F0 tornado 10 miles northeast of Plainview.,"An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",102,,,
5452539,FLOYD CO.,SOUTH PLAINS,5/12/05,1713,Tornado, ,F2,0,0,0,0,TX,CST, ,1190500,C,153,LUB,0,0,STORM CHASER, ,1.5,1000, , , , ,SOUTH PLAINS,5/12/05,1725,34.21667,-101.7,34.21667,-101.7,"F2 Tornado South Plains.

Several power poles were snapped in half or blown over.  The telephone poles surveyed were blown over in a variety of patterns, south to north direction, southwest to northeast direction, and a west to east direction.  In addition, several center pivots were either blown over or twisted and two vehicles were flipped over in a field from a south to north direction. The Tornado produced the most damage shortly before and after crossing State Highway 207.

This tornado was the parent or main tornado involved in what is known as a multi-vortex tornado.  At times, this tornado was greater than one-half mile in width.  Large tornadoes sometimes undergo a process where the flow inside the tornado becomes disrupted, but does not dissipate.  The result is a turbulent circulation, or vortex, where smaller and typically weaker tornadoes develop and rotate around the parent or much broader circulation.  The following South Plains tornado was one of these smaller and weaker tornadoes associated with this multi-vortex tornado.","An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",103,,,
5452540,FLOYD CO.,SOUTH PLAINS,5/12/05,1724,Tornado, ,F0,0,0,0,0,TX,CST, ,1190500,C,153,LUB,0,0,STORM CHASER, ,0.5,500, , , , ,SOUTH PLAINS,5/12/05,1740,34.3,-101.58333,34.3,-101.58333,"F0 tornado in South Plains.

A multi-vortex tornado associated with the previous circulation.  This tornado was much weaker in comparison to the primary and stronger tornadic circulation mentioned earlier. This tornado was reported approximately one-half mile south of FM 689 and 7 miles east of State Highway 207.","An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",104,,,
5448871,RANDALL CO.,BUFFALO LAKE,5/12/05,1728,Tornado, ,F0,0,0,0,0,TX,CST, ,1189686,C,381,AMA,0,0,AMATEUR RADIO, ,0.1,25, , , , ,BUFFALO LAKE,5/12/05,1728,34.86667,-102.11667,34.86667,-102.11667,The tornado remained over open country and the path length and path width were estimated.,Severe thunderstorms developed mainly across the southern and central Texas panhandle during the afternoon and evening hours producing large and damaging hail and an isolated tornado. No damage or injuries were reported from the tornado...however roof and skylight damage occurred in the southwest sections of Amarillo due to the large hail.,105,,,
5452541,CROSBY CO.,RALLS,5/12/05,1940,Tornado, ,F3,0,0,300000,200000,TX,CST, ,1190500,C,107,LUB,0,0,LAW ENFORCEMENT, ,6,500,9,SW,9,SW,RALLS,5/12/05,1955,34.21667,-101.31667,34.21667,-101.31667,"F3 tornado in Ralls.

A strong tornado developed approximately 9 miles to the southwest of Ralls around 8:40 PM and tracked to the northeast for six miles.  Along the path of this tornado, several power poles were blown over or snapped and a few center pivots were overturned or twisted.  A residence was completely destroyed with debris entirely removed from the foundation.  The majority of the debris from this structure was blown to the northeast approximately 10 to 30 feet from the foundation...with other related debris dispersed over a mile away.  Two pickup trucks were lifted and deposited upside down 5 to 30 feet from former locations.  Trees were mud-splattered and stripped of bark with large branches completely torn off trunks.  Center pivot irrigation systems were either blown over or twisted in surrounding fields...however some were left unscathed to the northeast of this tornado.  Additional debris associated with this tornado was also deposited in a field across from US Highway 62/82 before dissipating.","An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",106,,,
5452612,CROSBY CO.,RALLS,5/12/05,1955,Tornado, ,F2,0,0,100000,75000,TX,CST, ,1190500,C,107,LUB,0,0,LAW ENFORCEMENT, ,4.5,500,2,W,2,W,RALLS,5/12/05,2010,34.21667,-101.31667,34.21667,-101.31667,"F2 tornado in Ralls.

In assessing the damage from the F3 tornado, the debris field diminished in areal coverage as the tornado tracked farther to the northeast along the end of its path.  Damage assessment and public accounts of the storm suggested the tornado weakened and lifted.  Meanwhile, a second tornado developed. This occurrence coincided with a break in the debris field observed during the Survey.  This cycle of one tornado weakening and lifting while another tornado forms to the right of the former path is typical in well-organized tornadic thunderstorms. This second tornado developed approximately 1.5 miles west of Ralls and tracked to the north and northwest before dissipating three miles north of Ralls. The tornado damaged a residence and a nearby barn. Two thousand pound bales of hay were tossed from one side of US Highway 62/82 to the other as the tornado scattered debris to the south and southwest across an adjacent field.  In addition, a vehicle was overturned on the property within debris from the residence and power poles were either blown down or snapped and center pivots overturned.","An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",107,,,
5452613,LUBBOCK CO.,IDALOU,5/12/05,2020,Tornado, ,F0,0,0,0,0,TX,CST, ,1190500,C,303,LUB,0,0,LAW ENFORCEMENT, ,0.2,50,7,NE,7,NE,IDALOU,5/12/05,2040,33.58333,-101.5,33.65,-101.41667,F0 tornado 7 miles northeast of Idalou.,"An outbreak of severe thunderstorms occurred across portions of the Texas panhandle and the South Plains of West Texas on Thursday May 12, 2005.

The weather pattern on this day was highly conducive for severe thunderstorm and tornado development.  A southward moving cold front early in the day became nearly stationary by afternoon as a strong flow of moisture overspread the area from the southeast.

Numerous waves of severe thunderstorms developed throughout the afternoon on Thursday and continued well into the after midnight hours on Friday.  During this long duration event, between the hours of 4:30 PM and 10:00 PM, several tornadoes occurred across the area.

The National Weather Service in Lubbock, TX, dispatched a damage survey team to assess reports of tornadoes and associated damage.",108,,,
5452123,COTTLE CO.,HACKBERRY,5/13/05,1615,Tornado, ,F0,0,0,0,0,TX,CST, ,1190496,C,101,LUB,0,0,FIRE DEPT/RESCUE SQUAD, ,0.1,40,2,SW,2,SW,HACKBERRY,5/13/05,1615,33.91667,-100.16667,33.91667,-100.16667,Fire department report of a brief tornado touchdown.,,109,,,
5449016,KNOX CO.,TRUSCOTT,5/13/05,1732,Tornado, ,F1,0,0,0,0,TX,CST, ,1189499,C,275,OUN,0,0,STORM CHASER, ,4,150,4,SE,4,SE,TRUSCOTT,5/13/05,1746,33.71667,-99.75,33.68333,-99.71667,"This tornado was observed by several experienced storm chasers and the mobile radar, Doppler On Wheels (DOW). The tornado became better organized around 1740 CST as observed by the chasers and the DOW information. Preliminary analysis of data from the Doppler On Wheels indicated a maximum wind velocity of 49 m/s (approx. 110 mph) at 1745 CST just before the tornado dissipated. This tornado occurred in a remote part of the county where no damage was reported.",,110,,,
5449017,KNOX CO.,VERA,5/13/05,1809,Tornado, ,F3,0,0,0,0,TX,CST, ,1189499,C,275,OUN,0,0,METEOROLOGIST(NON NWS), ,16,1000,4,W,4,W,VERA,5/13/05,1850,33.63333,-99.63333,33.48333,-99.46667,"The tornado began in Knox County and traveled just over 16 miles, eventually moving into Baylor County for less than a half a mile before dissipating 3.3 miles SW of Bomarton. The storm was being seeded by precipitation from another supercell just to its southwest and the tornado was apparently rain-wrapped throughout its duration. However mobile research radars, Doppler on Wheels (DOW), were able to track this tornado. The initial path of the tornado was to the south-southwest crossing U.S. Highway 82. The tornado then generally moved to the southeast for the rest of its life. This tornado moved through sparsely populated areas with no reported damage. Preliminary analysis of data from the Doppler On Wheels indicated a maximum wind velocity of 79 m/s (about 177 mph) at 30 m above ground level which was measured at 1829 CST when the tornado was in open country about 6 miles south of Vera.",,111,,,
5449018,BAYLOR CO.,BOMARTON,5/13/05,1850,Tornado, ,F0,0,0,0,0,TX,CST, ,1189499,C,23,OUN,0,0,METEOROLOGIST(NON NWS), ,0.3,400,3,SW,3,SW,BOMARTON,5/13/05,1851,33.46667,-99.46667,33.46667,-99.46667,"This rain-wrapped tornado began in Knox county, 4 miles W of Vera, and traveled about 16 miles before eventually moving into Baylor county where it quickly dissipated. The tornado was generally moving to the southeast by the time it moved into the county. This tornado moved through open country with no known damage.",,112,,,
5449019,BAYLOR CO.,BOMARTON,5/13/05,1851,Tornado, ,F0,0,0,0,0,TX,CST, ,1189499,C,23,OUN,0,0,METEOROLOGIST(NON NWS), ,0.2,50,3,NW,3,NW,BOMARTON,5/13/05,1851,33.53333,-99.46667,33.53333,-99.46667,A brief tornado was reported 3 miles northwest of Bomarton. Data from the Doppler on Wheels research radars measured a wind velocity of 23 m/s at 22 m above ground level. The duration and path of the tornado beyond this point is unknown.,,113,,,
5448780,HEMPHILL CO.,GAGEBY,5/13/05,1855,Tornado, ,F0,0,0,0,0,TX,CST, ,1189682,C,211,AMA,0,0,BROADCAST MEDIA, ,0.3,25,7,NE,7,NE,GAGEBY,5/13/05,1855,35.91667,-100.41667,35.91667,-100.41667,The tornado remained over open country. The path length and path width were estimated. No damage or injuries were reported with this tornado.,Severe thunderstorms producing hail and a brief tornado moved across the northeast Texas panhandle during the evening hours. No damage or injuries were reported from the severe storms.,114,,,
5450128,NOLAN CO.,NOLAN,5/13/05,2218,Tornado, ,F0,0,0,6000,0,TX,CST, ,1189584,C,353,SJT,0,0,NWS STORM SURVEY, ,1.5,50,5,W,5,W,NOLAN,5/13/05,2223,32.26667,-100.33333,32.25,-100.31667,The tornado damaged weak structures such as sheds. A windmill was demolished and some trees were shredded.,,115,,,
5446977,LINCOLN CO.,HERSHEY,5/17/05,1506,Tornado, ,F0,0,0,0,0,NE,CST, ,1188720,C,111,LBF,0,0,STORM CHASER, ,0.1,20,2,SSW,2,SSW,HERSHEY,5/17/05,1506,41.13333,-101.01667,41.13333,-101.01667,A trained weather spotter recorded a brief tornado touchdown in an open field near Highway 30 west of North Platte.,,116,,,
5446978,LINCOLN CO.,NORTH PLATTE,5/17/05,1526,Tornado, ,F0,0,0,0,0,NE,CST, ,1188720,C,111,LBF,0,0,TRAINED SPOTTER, ,0.1,20,5,W,5,W,NORTH PLATTE,5/17/05,1526,41.15,-100.88333,41.15,-100.88333,Storm chasers recorded a weak tornado touchdown briefly in an open field.,,117,,,
5453283,DAWSON CO.,GOTHENBURG,5/17/05,1715,Tornado, ,F0,0,0,0,0,NE,CST, ,1189801,C,47,GID,0,0,STORM CHASER, ,1,30,3,SE,3,SE,GOTHENBURG,5/17/05,1718,40.9,-100.11667,40.9,-100.1,A non-supercell tornado was caught on video by storm chasers along the Platte River ridge line southeast of Gothenburg. There was no damage caused by this tornado.,"Severe thunderstorms rumbled over south central Nebraska during the evening hours. The most intense storms were in Dawson County where 70 mph winds and golf ball size hail were reported. Storm chasers video taped a brief tornado on the southeast flank of the thunderstorm. The tornado occurred in a very rural area and no damage occurred. There were a few sporadic power outages in Phelps County as strong winds blew through the county. Minor street flooding was reported in Holdrege for a short time, and over 2 inches of rain fell in parts of western and southern Phelps County.",118,,,
5453427,O'BRIEN CO.,HARTLEY,5/18/05,1534,Tornado, ,F0,0,0,0,0,IA,CST, ,1190027,C,141,FSD,0,0,LAW ENFORCEMENT, ,0.1,50,5,S,5,S,HARTLEY,5/18/05,1534,43.11667,-95.48333,43.11667,-95.48333,A brief tornado caused no reported damage.,,119,,,
5447004,STEVENS CO.,DONNELLY,5/18/05,1745,Tornado, ,F0,0,0,0,0,MN,CST, ,1188875,C,149,MPX,0,0,GENERAL PUBLIC, ,0.1,30,3,S,3,S,DONNELLY,5/18/05,1746,45.65,-96.01667,45.65,-96.01667,"A farmer saw a block wide"" tornado briefly touch down and pick up dirt in an open field in Pepperton Township"," Section 14.""",,120,,
5446456,CALHOUN CO.,FARNHAMVILLE,5/18/05,1758,Tornado, ,F1,0,0,50000,0,IA,CST, ,1188745,C,25,DMX,0,0,BROADCAST MEDIA, ,2,100,2,N,2,N,FARNHAMVILLE,5/18/05,1803,42.31667,-94.4,42.31667,-94.38333,"Tornado touched down on a farm north of Farnhamville, damaging several buildings on the farm.  The tornado moved from Calhoun County into Webster County.","The frontal boundary from Nebraska moved into western Iowa during the evening hours.  The airmass was unstable, but not overly so.  CAPE values were around 1500 J/kg with Lifted Indices around -2.  There was about 45 kts of effective shear in place.  A few thunderstorms developed ahead of the boundary with one of the cells becoming severe.  The first tornado occurred in Calhoun County at 2358 UTC where the tornado dropped into a farm field between York ave and Zearing Ave south of 320th St. about 2 miles north of Farnhamville.  The tornado was an F1 tornado as it crossed the intersection of Zearing and 320th St.  IT destroyed dome outbuildings north of the intersection and continued moving northeast toward Slifer in Webster County.  The tornado remained on the ground crossing the Calhoun/Webster County line crossing County Road D46 between Zebulon Ave and County Road P29.  The tornado destroyed three grain bins and just missed a farm.  Debris was tossed over several hundred yards before the tornado weakened and lifted for the first time prior to reaching Slifer.  The F1 tornado was on the ground for about 4 miles during this time with F1 strength and a width of 50 to 100 yards.  The tornado was reported on the ground very intermittently from this point on with numerous reports southwest of Callender, northeast through the Woodman Hol State preserve and into the Brushy Creek State Reserve.  At this point, the tornado lifted.  The parent storm continued into Hamilton County.  A brief touchdown was reported in Hamilton County north of Blairsburg.  No damage was reported and the tornado roped out quickly.",121,,,
